0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.0,1.293894273699066,1.9476455757766586,0.9882543784793446,1.1645871493702338,1.5656960534926674,1.152209787248298,1.2770075512435672,1.2373124143401244,1.1813059225742293,1.0163155932772672,1.5427006497879647,1.2959023353287016,1.2777619290902902
1.293894273699066,0.0,1.8613923203452154,1.0890501323995878,0.9419023140218379,1.404798628794466,1.0128942492461395,1.0910183522308956,1.0407303212182937,1.25483304020011,1.082487055163569,1.5092508821854216,0.8449280738662405,1.1602138392498944
1.9476455757766586,1.8613923203452154,0.0,1.410862421261239,1.664666082890647,1.3837630755348331,1.7354058057328823,1.8483751572675993,1.9168298030794455,1.7348477371576065,1.8681138009360698,1.7952786957240539,1.8746993416136204,1.8200058197688793
0.9882543784793446,1.0890501323995878,1.410862421261239,0.0,0.8673760435767024,1.0306673034799898,0.8810552654817202,1.0663506877609357,1.20584373037856,1.0892163649661488,0.8174296674001267,1.3035695114741326,1.0580678131931207,1.063884759375747
1.1645871493702338,0.9419023140218379,1.664666082890647,0.8673760435767024,0.0,1.0706668712113505,0.6330101068950221,0.9537251980902831,1.0045790355534399,0.9419989263926084,0.814705992440421,1.2987679101583796,0.9398301665835446,0.8895816664793457
1.5656960534926674,1.404798628794466,1.3837630755348331,1.0306673034799898,1.0706668712113505,0.0,1.178204899747345,1.4285622525333581,1.4254741287727177,1.2816841963528138,1.2853200439373667,1.196263934824832,1.3873425547273792,1.3947140433188336
1.152209787248298,1.0128942492461395,1.7354058057328823,0.8810552654817202,0.6330101068950221,1.178204899747345,0.0,0.9358162390918275,1.0794153720433808,0.8340426255577277,0.7840415945675205,1.3327718385840608,0.9337863314444861,0.8917882485772424
1.2770075512435672,1.0910183522308956,1.8483751572675993,1.0663506877609357,0.9537251980902831,1.4285622525333581,0.9358162390918275,0.0,1.164286958570082,1.135456649123527,1.0968790176518877,1.513568821748834,1.0647405199253168,0.6765614544009008
1.2373124143401244,1.0407303212182937,1.9168298030794455,1.20584373037856,1.0045790355534399,1.4254741287727177,1.0794153720433808,1.164286958570082,0.0,1.143576164701243,1.191689752957595,1.508150955407986,1.2196596975242475,1.2526076853140968
1.1813059225742293,1.25483304020011,1.7348477371576065,1.0892163649661488,0.9419989263926084,1.2816841963528138,0.8340426255577277,1.135456649123527,1.143576164701243,0.0,1.0929597573747143,1.3446114029159808,1.284447992021535,1.1223663083096878
1.0163155932772672,1.082487055163569,1.8681138009360698,0.8174296674001267,0.814705992440421,1.2853200439373667,0.7840415945675205,1.0968790176518877,1.191689752957595,1.0929597573747143,0.0,1.3895400445428752,1.001885822295924,0.9926893981816737
1.5427006497879647,1.5092508821854216,1.7952786957240539,1.3035695114741326,1.2987679101583796,1.196263934824832,1.3327718385840608,1.513568821748834,1.508150955407986,1.3446114029159808,1.3895400445428752,0.0,1.4337197724187543,1.4983895733208406
1.2959023353287016,0.8449280738662405,1.8746993416136204,1.0580678131931207,0.9398301665835446,1.3873425547273792,0.9337863314444861,1.0647405199253168,1.2196596975242475,1.284447992021535,1.001885822295924,1.4337197724187543,0.0,1.0537393730459705
1.2777619290902902,1.1602138392498944,1.8200058197688793,1.063884759375747,0.8895816664793457,1.3947140433188336,0.8917882485772424,0.6765614544009008,1.2526076853140968,1.1223663083096878,0.9926893981816737,1.4983895733208406,1.0537393730459705,0.0
